Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Employment to population rate (%)
Perth - South West,2019/08/01,35-44 years,Males,90.36469137
Perth - South West,2019/08/01,35-44 years,Females,74.50355847
Perth - South West,2019/08/01,45-54 years,Males,87.50270226
Perth - South West,2019/08/01,45-54 years,Females,77.41182366
Perth - South West,2019/08/01,55-64 years,Males,77.06003489
Perth - South West,2019/08/01,55-64 years,Females,60.4745989
Perth - South West,2019/08/01,65 years and over,Males,22.86727856
Perth - South West,2019/08/01,65 years and over,Females,11.94239187
Perth - South West,2019/07/01,15-24 years,Males,56.17250942
Perth - South West,2019/07/01,15-24 years,Females,63.16673439
Perth - South West,2019/07/01,25-34 years,Males,86.57828681
Perth - South West,2019/07/01,25-34 years,Females,71.15314707
Perth - South West,2019/07/01,35-44 years,Males,90.30944378
Perth - South West,2019/07/01,35-44 years,Females,74.6417131
Perth - South West,2019/07/01,45-54 years,Males,87.63956312
Perth - South West,2019/07/01,45-54 years,Females,77.32637787
Perth - South West,2019/07/01,55-64 years,Males,77.36048917
Perth - South West,2019/07/01,55-64 years,Females,60.38354964
Perth - South West,2019/07/01,65 years and over,Males,22.81821636
Perth - South West,2019/07/01,65 years and over,Females,11.91261316
Perth - South West,2019/06/01,15-24 years,Males,57.0069716
Perth - South West,2019/06/01,15-24 years,Females,63.73211455
Perth - South West,2019/06/01,25-34 years,Males,87.25053913
Perth - South West,2019/06/01,25-34 years,Females,71.35391449
Perth - South West,2019/06/01,35-44 years,Males,90.72178433
Perth - South West,2019/06/01,35-44 years,Females,75.07501525
Perth - South West,2019/06/01,45-54 years,Males,88.116182
Perth - South West,2019/06/01,45-54 years,Females,77.24910001
Perth - South West,2019/06/01,55-64 years,Males,78.01727438
Perth - South West,2019/06/01,55-64 years,Females,60.41126306
Perth - South West,2019/06/01,65 years and over,Males,22.47736919
Perth - South West,2019/06/01,65 years and over,Females,11.64292224
Perth - South West,2019/05/01,15-24 years,Males,56.6535784
Perth - South West,2019/05/01,15-24 years,Females,62.91029563
Perth - South West,2019/05/01,25-34 years,Males,86.62348042
Perth - South West,2019/05/01,25-34 years,Females,70.91550563
Perth - South West,2019/05/01,35-44 years,Males,90.43918508
Perth - South West,2019/05/01,35-44 years,Females,74.43324374
Perth - South West,2019/05/01,45-54 years,Males,88.01012383
Perth - South West,2019/05/01,45-54 years,Females,76.40482662
Perth - South West,2019/05/01,55-64 years,Males,77.95517954
Perth - South West,2019/05/01,55-64 years,Females,60.15147321
Perth - South West,2019/05/01,65 years and over,Males,22.04076103
Perth - South West,2019/05/01,65 years and over,Females,11.2746446
Perth - South West,2019/04/01,15-24 years,Males,56.90521704
Perth - South West,2019/04/01,15-24 years,Females,62.62632928
Perth - South West,2019/04/01,25-34 years,Males,86.43115232
Perth - South West,2019/04/01,25-34 years,Females,70.98082166
Perth - South West,2019/04/01,35-44 years,Males,90.49921892
Perth - South West,2019/04/01,35-44 years,Females,74.00286877
Perth - South West,2019/04/01,45-54 years,Males,88.04167245
Perth - South West,2019/04/01,45-54 years,Females,75.94189217
Perth - South West,2019/04/01,55-64 years,Males,77.86518233
Perth - South West,2019/04/01,55-64 years,Females,60.2778365
Perth - South West,2019/04/01,65 years and over,Males,21.63810082
Perth - South West,2019/04/01,65 years and over,Females,10.92551563
Perth - South West,2019/03/01,15-24 years,Males,56.43173287
Perth - South West,2019/03/01,15-24 years,Females,61.6252171
Perth - South West,2019/03/01,25-34 years,Males,86.11694842
Perth - South West,2019/03/01,25-34 years,Females,70.37576279
Perth - South West,2019/03/01,35-44 years,Males,90.23842161
Perth - South West,2019/03/01,35-44 years,Females,73.61685302
Perth - South West,2019/03/01,45-54 years,Males,87.9161931
Perth - South West,2019/03/01,45-54 years,Females,75.29980314
Perth - South West,2019/03/01,55-64 years,Males,77.37195113
Perth - South West,2019/03/01,55-64 years,Females,60.2443597
Perth - South West,2019/03/01,65 years and over,Males,21.20161805
Perth - South West,2019/03/01,65 years and over,Females,10.62735393
Perth - South West,2019/02/01,15-24 years,Males,57.98551075
Perth - South West,2019/02/01,15-24 years,Females,61.75243825
Perth - South West,2019/02/01,25-34 years,Males,86.63384498
Perth - South West,2019/02/01,25-34 years,Females,70.72359129
Perth - South West,2019/02/01,35-44 years,Males,90.31254954
Perth - South West,2019/02/01,35-44 years,Females,73.62826622
Perth - South West,2019/02/01,45-54 years,Males,88.14756474
Perth - South West,2019/02/01,45-54 years,Females,75.36158701
Perth - South West,2019/02/01,55-64 years,Males,77.2661836
Perth - South West,2019/02/01,55-64 years,Females,60.78387558
Perth - South West,2019/02/01,65 years and over,Males,20.84527256
Perth - South West,2019/02/01,65 years and over,Females,10.35974795
Perth - South West,2019/01/01,15-24 years,Males,57.0111442
Perth - South West,2019/01/01,15-24 years,Females,60.12803385
Perth - South West,2019/01/01,25-34 years,Males,85.45497039
Perth - South West,2019/01/01,25-34 years,Females,69.73852956
Perth - South West,2019/01/01,35-44 years,Males,89.67673783
Perth - South West,2019/01/01,35-44 years,Females,72.73026216
Perth - South West,2019/01/01,45-54 years,Males,87.54535903
Perth - South West,2019/01/01,45-54 years,Females,74.35307459
Perth - South West,2019/01/01,55-64 years,Males,75.99707784
Perth - South West,2019/01/01,55-64 years,Females,60.35200763
Perth - South West,2019/01/01,65 years and over,Males,20.33576414
Perth - South West,2019/01/01,65 years and over,Females,10.07120028
Perth - South West,2018/12/01,15-24 years,Males,58.89396271
Perth - South West,2018/12/01,15-24 years,Females,62.06857886
Perth - South West,2018/12/01,25-34 years,Males,86.2862277
Perth - South West,2018/12/01,25-34 years,Females,70.72360209
Perth - South West,2018/12/01,35-44 years,Males,90.40244978
Perth - South West,2018/12/01,35-44 years,Females,74.08452758
Perth - South West,2018/12/01,45-54 years,Males,88.20706952
Perth - South West,2018/12/01,45-54 years,Females,75.51286459
Perth - South West,2018/12/01,55-64 years,Males,76.71634414
Perth - South West,2018/12/01,55-64 years,Females,61.48791168
Perth - South West,2018/12/01,65 years and over,Males,20.58847918
Perth - South West,2018/12/01,65 years and over,Females,10.17881672
Perth - South West,2018/11/01,15-24 years,Males,57.89390717
Perth - South West,2018/11/01,15-24 years,Females,61.50795814
Perth - South West,2018/11/01,25-34 years,Males,86.33471112
Perth - South West,2018/11/01,25-34 years,Females,70.90442623
Perth - South West,2018/11/01,35-44 years,Males,90.38866099
Perth - South West,2018/11/01,35-44 years,Females,74.61775143
Perth - South West,2018/11/01,45-54 years,Males,88.41723173
Perth - South West,2018/11/01,45-54 years,Females,76.04937033
Perth - South West,2018/11/01,55-64 years,Males,76.65130945
Perth - South West,2018/11/01,55-64 years,Females,61.84713444
Perth - South West,2018/11/01,65 years and over,Males,20.94167456
Perth - South West,2018/11/01,65 years and over,Females,10.42602961
Perth - South West,2018/10/01,15-24 years,Males,57.98751063
Perth - South West,2018/10/01,15-24 years,Females,61.43914153
Perth - South West,2018/10/01,25-34 years,Males,87.27118248
Perth - South West,2018/10/01,25-34 years,Females,70.96266835
Perth - South West,2018/10/01,35-44 years,Males,90.79024289
Perth - South West,2018/10/01,35-44 years,Females,74.32152412
Perth - South West,2018/10/01,45-54 years,Males,88.81530451
Perth - South West,2018/10/01,45-54 years,Females,76.05680026
Perth - South West,2018/10/01,55-64 years,Males,76.55077172
Perth - South West,2018/10/01,55-64 years,Females,61.15158919
Perth - South West,2018/10/01,65 years and over,Males,20.24983447
Perth - South West,2018/10/01,65 years and over,Females,10.08377393
Perth - South West,2018/09/01,15-24 years,Males,57.18681689
Perth - South West,2018/09/01,15-24 years,Females,60.44105278
Perth - South West,2018/09/01,25-34 years,Males,86.566111
Perth - South West,2018/09/01,25-34 years,Females,70.84501963
Perth - South West,2018/09/01,35-44 years,Males,90.40817028
Perth - South West,2018/09/01,35-44 years,Females,73.83470479
Perth - South West,2018/09/01,45-54 years,Males,88.39531404
Perth - South West,2018/09/01,45-54 years,Females,76.04042122
Perth - South West,2018/09/01,55-64 years,Males,76.06459362
Perth - South West,2018/09/01,55-64 years,Females,61.23475968
Perth - South West,2018/09/01,65 years and over,Males,20.56497406
Perth - South West,2018/09/01,65 years and over,Females,10.36300213
Perth - South West,2018/08/01,15-24 years,Males,56.0924081
Perth - South West,2018/08/01,15-24 years,Females,59.55673208
Perth - South West,2018/08/01,25-34 years,Males,86.22597634
Perth - South West,2018/08/01,25-34 years,Females,70.61667684
Perth - South West,2018/08/01,35-44 years,Males,90.24130118
Perth - South West,2018/08/01,35-44 years,Females,73.36664621
Perth - South West,2018/08/01,45-54 years,Males,87.91797865
Perth - South West,2018/08/01,45-54 years,Females,76.21996981
Perth - South West,2018/08/01,55-64 years,Males,75.75982043
Perth - South West,2018/08/01,55-64 years,Females,60.79913808
Perth - South West,2018/08/01,65 years and over,Males,20.42246133
Perth - South West,2018/08/01,65 years and over,Females,10.4107479
Perth - South West,2018/07/01,15-24 years,Males,56.95343549
Perth - South West,2018/07/01,15-24 years,Females,60.26513939
Perth - South West,2018/07/01,25-34 years,Males,86.94546712
Perth - South West,2018/07/01,25-34 years,Females,71.00668123
Perth - South West,2018/07/01,35-44 years,Males,90.49552396
Perth - South West,2018/07/01,35-44 years,Females,73.56261844
Perth - South West,2018/07/01,45-54 years,Males,87.96997596
Perth - South West,2018/07/01,45-54 years,Females,76.70825354
Perth - South West,2018/07/01,55-64 years,Males,76.11830178
Perth - South West,2018/07/01,55-64 years,Females,60.66947234
Perth - South West,2018/07/01,65 years and over,Males,20.18734417
Perth - South West,2018/07/01,65 years and over,Females,10.45163591
Perth - South West,2018/06/01,15-24 years,Males,56.58586949
Perth - South West,2018/06/01,15-24 years,Females,61.00511863
Perth - South West,2018/06/01,25-34 years,Males,86.90601173
Perth - South West,2018/06/01,25-34 years,Females,71.18126188
Perth - South West,2018/06/01,35-44 years,Males,90.49474294
Perth - South West,2018/06/01,35-44 years,Females,73.67978345
Perth - South West,2018/06/01,45-54 years,Males,87.85175936
Perth - South West,2018/06/01,45-54 years,Females,76.92971956
Perth - South West,2018/06/01,55-64 years,Males,76.35382357
Perth - South West,2018/06/01,55-64 years,Females,60.84736333
Perth - South West,2018/06/01,65 years and over,Males,20.32378001
Perth - South West,2018/06/01,65 years and over,Females,10.71501781
Perth - South West,2018/05/01,15-24 years,Males,56.14774783
Perth - South West,2018/05/01,15-24 years,Females,60.96634289
Perth - South West,2018/05/01,25-34 years,Males,86.75109255
Perth - South West,2018/05/01,25-34 years,Females,71.08844085
Perth - South West,2018/05/01,35-44 years,Males,90.40254593
Perth - South West,2018/05/01,35-44 years,Females,73.76567051
Perth - South West,2018/05/01,45-54 years,Males,87.74365602
Perth - South West,2018/05/01,45-54 years,Females,76.96755021
Perth - South West,2018/05/01,55-64 years,Males,76.62793383
Perth - South West,2018/05/01,55-64 years,Females,60.83513983
Perth - South West,2018/05/01,65 years and over,Males,20.32044462
Perth - South West,2018/05/01,65 years and over,Females,11.00083478
Perth - South West,2018/04/01,15-24 years,Males,55.82104533
Perth - South West,2018/04/01,15-24 years,Females,59.88218348
Perth - South West,2018/04/01,25-34 years,Males,86.60121148
Perth - South West,2018/04/01,25-34 years,Females,71.10483825
Perth - South West,2018/04/01,35-44 years,Males,90.19038666
Perth - South West,2018/04/01,35-44 years,Females,73.42125636
Perth - South West,2018/04/01,45-54 years,Males,87.61922173
Perth - South West,2018/04/01,45-54 years,Females,76.7209579
Perth - South West,2018/04/01,55-64 years,Males,76.49339314
Perth - South West,2018/04/01,55-64 years,Females,60.50572474
Perth - South West,2018/04/01,65 years and over,Males,20.18409552
Perth - South West,2018/04/01,65 years and over,Females,11.21781658
Perth - South West,2018/03/01,15-24 years,Males,54.08361658
Perth - South West,2018/03/01,15-24 years,Females,59.09049841
Perth - South West,2018/03/01,25-34 years,Males,85.82055735
Perth - South West,2018/03/01,25-34 years,Females,70.81064062
Perth - South West,2018/03/01,35-44 years,Males,89.66177122
Perth - South West,2018/03/01,35-44 years,Females,72.81249795
Perth - South West,2018/03/01,45-54 years,Males,87.14898232
Perth - South West,2018/03/01,45-54 years,Females,76.17846575
Perth - South West,2018/03/01,55-64 years,Males,76.32178342
Perth - South West,2018/03/01,55-64 years,Females,59.99637075
Perth - South West,2018/03/01,65 years and over,Males,20.22567187
Perth - South West,2018/03/01,65 years and over,Females,11.43714722
Perth - South West,2018/02/01,15-24 years,Males,54.69227302
Perth - South West,2018/02/01,15-24 years,Females,59.47124129
Perth - South West,2018/02/01,25-34 years,Males,86.37345189
Perth - South West,2018/02/01,25-34 years,Females,71.13206274
Perth - South West,2018/02/01,35-44 years,Males,89.88416657
Perth - South West,2018/02/01,35-44 years,Females,72.74751133
Perth - South West,2018/02/01,45-54 years,Males,87.27044476
Perth - South West,2018/02/01,45-54 years,Females,76.19659727
Perth - South West,2018/02/01,55-64 years,Males,76.72469127
Perth - South West,2018/02/01,55-64 years,Females,59.71949993
Perth - South West,2018/02/01,65 years and over,Males,19.8802785
Perth - South West,2018/02/01,65 years and over,Females,11.34820343
Perth - South West,2018/01/01,15-24 years,Males,55.19161793
Perth - South West,2018/01/01,15-24 years,Females,60.64187045
Perth - South West,2018/01/01,25-34 years,Males,86.77317085
Perth - South West,2018/01/01,25-34 years,Females,70.90393718
Perth - South West,2018/01/01,35-44 years,Males,90.12935529
Perth - South West,2018/01/01,35-44 years,Females,71.53766137
Perth - South West,2018/01/01,45-54 years,Males,87.28111637
Perth - South West,2018/01/01,45-54 years,Females,75.45965585
Perth - South West,2018/01/01,55-64 years,Males,76.50520367
Perth - South West,2018/01/01,55-64 years,Females,58.00125288
Perth - South West,2018/01/01,65 years and over,Males,18.65648453
Perth - South West,2018/01/01,65 years and over,Females,10.67138207
Perth - South West,2017/12/01,15-24 years,Males,56.69836077
Perth - South West,2017/12/01,15-24 years,Females,62.46852872
Perth - South West,2017/12/01,25-34 years,Males,87.03751364
Perth - South West,2017/12/01,25-34 years,Females,72.35975078
Perth - South West,2017/12/01,35-44 years,Males,90.56743283
Perth - South West,2017/12/01,35-44 years,Females,73.21945645
Perth - South West,2017/12/01,45-54 years,Males,87.68974496
Perth - South West,2017/12/01,45-54 years,Females,76.32747637
Perth - South West,2017/12/01,55-64 years,Males,77.85213005
Perth - South West,2017/12/01,55-64 years,Females,59.60290821
Perth - South West,2017/12/01,65 years and over,Males,19.9428111
