Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Participation rate (%)
Perth - North West,2020/11/01,15-24 years,Males,71.05834133
Perth - North West,2020/11/01,15-24 years,Females,75.11602865
Perth - North West,2020/11/01,25-34 years,Males,94.55264199
Perth - North West,2020/11/01,25-34 years,Females,79.19211398
Perth - North West,2020/11/01,35-44 years,Males,94.38796331
Perth - North West,2020/11/01,35-44 years,Females,80.3831051
Perth - North West,2020/11/01,45-54 years,Males,92.7724033
Perth - North West,2020/11/01,45-54 years,Females,84.355249
Perth - North West,2020/11/01,55-64 years,Males,81.4899166
Perth - North West,2020/11/01,55-64 years,Females,67.91693055
Perth - North West,2020/11/01,65 years and over,Males,20.66425427
Perth - North West,2020/11/01,65 years and over,Females,11.89410395
Perth - North West,2020/10/01,15-24 years,Males,69.67721656
Perth - North West,2020/10/01,15-24 years,Females,73.96137743
Perth - North West,2020/10/01,25-34 years,Males,94.11463333
Perth - North West,2020/10/01,25-34 years,Females,78.50756054
Perth - North West,2020/10/01,35-44 years,Males,94.18194196
Perth - North West,2020/10/01,35-44 years,Females,79.67991565
Perth - North West,2020/10/01,45-54 years,Males,92.65825915
Perth - North West,2020/10/01,45-54 years,Females,83.97398532
Perth - North West,2020/10/01,55-64 years,Males,81.00738022
Perth - North West,2020/10/01,55-64 years,Females,66.65086196
Perth - North West,2020/10/01,65 years and over,Males,20.13578803
Perth - North West,2020/10/01,65 years and over,Females,11.45199669
Perth - North West,2020/09/01,15-24 years,Males,68.12475708
Perth - North West,2020/09/01,15-24 years,Females,72.68626141
Perth - North West,2020/09/01,25-34 years,Males,93.60826516
Perth - North West,2020/09/01,25-34 years,Females,78.15059838
Perth - North West,2020/09/01,35-44 years,Males,94.02612957
Perth - North West,2020/09/01,35-44 years,Females,79.1197163
Perth - North West,2020/09/01,45-54 years,Males,92.62231349
Perth - North West,2020/09/01,45-54 years,Females,83.68865473
Perth - North West,2020/09/01,55-64 years,Males,80.646707
Perth - North West,2020/09/01,55-64 years,Females,65.83961547
Perth - North West,2020/09/01,65 years and over,Males,20.04657609
Perth - North West,2020/09/01,65 years and over,Females,11.24614273
Perth - North West,2020/08/01,15-24 years,Males,67.33142103
Perth - North West,2020/08/01,15-24 years,Females,72.42038261
Perth - North West,2020/08/01,25-34 years,Males,93.38824377
Perth - North West,2020/08/01,25-34 years,Females,78.36969369
Perth - North West,2020/08/01,35-44 years,Males,94.06810723
Perth - North West,2020/08/01,35-44 years,Females,79.4621297
Perth - North West,2020/08/01,45-54 years,Males,92.7930781
Perth - North West,2020/08/01,45-54 years,Females,83.70411174
Perth - North West,2020/08/01,55-64 years,Males,80.47313961
Perth - North West,2020/08/01,55-64 years,Females,65.64817809
Perth - North West,2020/08/01,65 years and over,Males,20.43898201
Perth - North West,2020/08/01,65 years and over,Females,11.29781899
Perth - North West,2020/07/01,15-24 years,Males,67.90856548
Perth - North West,2020/07/01,15-24 years,Females,72.49094886
Perth - North West,2020/07/01,25-34 years,Males,93.06258407
Perth - North West,2020/07/01,25-34 years,Females,78.25235187
Perth - North West,2020/07/01,35-44 years,Males,93.97232617
Perth - North West,2020/07/01,35-44 years,Females,78.97569326
Perth - North West,2020/07/01,45-54 years,Males,92.71928996
Perth - North West,2020/07/01,45-54 years,Females,83.35581213
Perth - North West,2020/07/01,55-64 years,Males,79.85236734
Perth - North West,2020/07/01,55-64 years,Females,65.0292336
Perth - North West,2020/07/01,65 years and over,Males,20.30584724
Perth - North West,2020/07/01,65 years and over,Females,11.07457138
Perth - North West,2020/06/01,15-24 years,Males,65.85280583
Perth - North West,2020/06/01,15-24 years,Females,70.31539589
Perth - North West,2020/06/01,25-34 years,Males,92.61354758
Perth - North West,2020/06/01,25-34 years,Females,77.70522773
Perth - North West,2020/06/01,35-44 years,Males,93.76829929
Perth - North West,2020/06/01,35-44 years,Females,78.0328754
Perth - North West,2020/06/01,45-54 years,Males,92.43137938
Perth - North West,2020/06/01,45-54 years,Females,82.70547577
Perth - North West,2020/06/01,55-64 years,Males,78.7959621
Perth - North West,2020/06/01,55-64 years,Females,63.78011278
Perth - North West,2020/06/01,65 years and over,Males,19.84443551
Perth - North West,2020/06/01,65 years and over,Females,10.76358342
Perth - North West,2020/05/01,15-24 years,Males,63.11883742
Perth - North West,2020/05/01,15-24 years,Females,67.55974112
Perth - North West,2020/05/01,25-34 years,Males,92.23711873
Perth - North West,2020/05/01,25-34 years,Females,76.66799532
Perth - North West,2020/05/01,35-44 years,Males,93.44895772
Perth - North West,2020/05/01,35-44 years,Females,76.65428323
Perth - North West,2020/05/01,45-54 years,Males,92.03746015
Perth - North West,2020/05/01,45-54 years,Females,81.83997455
Perth - North West,2020/05/01,55-64 years,Males,77.57499541
Perth - North West,2020/05/01,55-64 years,Females,62.53192358
Perth - North West,2020/05/01,65 years and over,Males,19.20990844
Perth - North West,2020/05/01,65 years and over,Females,10.30056179
Perth - North West,2020/04/01,15-24 years,Males,64.941681
Perth - North West,2020/04/01,15-24 years,Females,68.71781661
Perth - North West,2020/04/01,25-34 years,Males,92.52450788
Perth - North West,2020/04/01,25-34 years,Females,77.15901577
Perth - North West,2020/04/01,35-44 years,Males,93.58509111
Perth - North West,2020/04/01,35-44 years,Females,77.03041802
Perth - North West,2020/04/01,45-54 years,Males,92.16004718
Perth - North West,2020/04/01,45-54 years,Females,81.8792227
Perth - North West,2020/04/01,55-64 years,Males,77.60049763
Perth - North West,2020/04/01,55-64 years,Females,63.27513685
Perth - North West,2020/04/01,65 years and over,Males,19.62067492
Perth - North West,2020/04/01,65 years and over,Females,10.53102191
Perth - North West,2020/03/01,15-24 years,Males,70.19444664
Perth - North West,2020/03/01,15-24 years,Females,73.53684749
Perth - North West,2020/03/01,25-34 years,Males,93.61068448
Perth - North West,2020/03/01,25-34 years,Females,79.47890866
Perth - North West,2020/03/01,35-44 years,Males,94.25955084
Perth - North West,2020/03/01,35-44 years,Females,79.30192967
Perth - North West,2020/03/01,45-54 years,Males,92.93171291
Perth - North West,2020/03/01,45-54 years,Females,83.38597905
Perth - North West,2020/03/01,55-64 years,Males,79.45856879
Perth - North West,2020/03/01,55-64 years,Females,66.55172535
Perth - North West,2020/03/01,65 years and over,Males,21.78150985
Perth - North West,2020/03/01,65 years and over,Females,11.75099076
Perth - North West,2020/02/01,15-24 years,Males,70.68927089
Perth - North West,2020/02/01,15-24 years,Females,74.41805352
Perth - North West,2020/02/01,25-34 years,Males,93.83835227
Perth - North West,2020/02/01,25-34 years,Females,79.65997139
Perth - North West,2020/02/01,35-44 years,Males,94.27689395
Perth - North West,2020/02/01,35-44 years,Females,79.37587397
Perth - North West,2020/02/01,45-54 years,Males,92.91454913
Perth - North West,2020/02/01,45-54 years,Females,83.25816505
Perth - North West,2020/02/01,55-64 years,Males,79.55040911
Perth - North West,2020/02/01,55-64 years,Females,67.13840525
Perth - North West,2020/02/01,65 years and over,Males,22.07493486
Perth - North West,2020/02/01,65 years and over,Females,11.89961365
Perth - North West,2020/01/01,15-24 years,Males,69.9154019
Perth - North West,2020/01/01,15-24 years,Females,73.82231933
Perth - North West,2020/01/01,25-34 years,Males,93.58830954
Perth - North West,2020/01/01,25-34 years,Females,78.66852453
Perth - North West,2020/01/01,35-44 years,Males,93.99042467
Perth - North West,2020/01/01,35-44 years,Females,78.44791355
Perth - North West,2020/01/01,45-54 years,Males,92.46209828
Perth - North West,2020/01/01,45-54 years,Females,82.41460956
Perth - North West,2020/01/01,55-64 years,Males,78.70316682
Perth - North West,2020/01/01,55-64 years,Females,66.43681994
Perth - North West,2020/01/01,65 years and over,Males,21.40440717
Perth - North West,2020/01/01,65 years and over,Females,11.43829704
Perth - North West,2019/12/01,15-24 years,Males,70.36038543
Perth - North West,2019/12/01,15-24 years,Females,73.61625304
Perth - North West,2019/12/01,25-34 years,Males,93.69239408
Perth - North West,2019/12/01,25-34 years,Females,78.77428391
Perth - North West,2019/12/01,35-44 years,Males,94.13534649
Perth - North West,2019/12/01,35-44 years,Females,79.33588861
Perth - North West,2019/12/01,45-54 years,Males,92.56397157
Perth - North West,2019/12/01,45-54 years,Females,82.89014574
Perth - North West,2019/12/01,55-64 years,Males,79.00841473
Perth - North West,2019/12/01,55-64 years,Females,67.05559013
Perth - North West,2019/12/01,65 years and over,Males,22.24195488
Perth - North West,2019/12/01,65 years and over,Females,11.90624788
Perth - North West,2019/11/01,15-24 years,Males,68.50408267
Perth - North West,2019/11/01,15-24 years,Females,72.20098096
Perth - North West,2019/11/01,25-34 years,Males,93.71889621
Perth - North West,2019/11/01,25-34 years,Females,78.82669465
Perth - North West,2019/11/01,35-44 years,Males,94.22151715
Perth - North West,2019/11/01,35-44 years,Females,80.0823698
Perth - North West,2019/11/01,45-54 years,Males,92.65507636
Perth - North West,2019/11/01,45-54 years,Females,83.33953748
Perth - North West,2019/11/01,55-64 years,Males,79.39996154
Perth - North West,2019/11/01,55-64 years,Females,67.49688601
Perth - North West,2019/11/01,65 years and over,Males,22.85987387
Perth - North West,2019/11/01,65 years and over,Females,12.19338426
Perth - North West,2019/10/01,15-24 years,Males,68.28305305
Perth - North West,2019/10/01,15-24 years,Females,72.24316813
Perth - North West,2019/10/01,25-34 years,Males,93.63639531
Perth - North West,2019/10/01,25-34 years,Females,78.74521327
Perth - North West,2019/10/01,35-44 years,Males,94.29462668
Perth - North West,2019/10/01,35-44 years,Females,80.41001032
Perth - North West,2019/10/01,45-54 years,Males,92.70817234
Perth - North West,2019/10/01,45-54 years,Females,83.59105603
Perth - North West,2019/10/01,55-64 years,Males,79.73788956
Perth - North West,2019/10/01,55-64 years,Females,67.59290507
Perth - North West,2019/10/01,65 years and over,Males,23.16635886
Perth - North West,2019/10/01,65 years and over,Females,12.19368291
Perth - North West,2019/09/01,15-24 years,Males,66.88434596
Perth - North West,2019/09/01,15-24 years,Females,71.11044898
Perth - North West,2019/09/01,25-34 years,Males,93.55727145
Perth - North West,2019/09/01,25-34 years,Females,78.15415976
Perth - North West,2019/09/01,35-44 years,Males,94.18007863
Perth - North West,2019/09/01,35-44 years,Females,80.09556641
Perth - North West,2019/09/01,45-54 years,Males,92.5374709
Perth - North West,2019/09/01,45-54 years,Females,83.26055243
Perth - North West,2019/09/01,55-64 years,Males,79.53311336
Perth - North West,2019/09/01,55-64 years,Females,66.88408998
Perth - North West,2019/09/01,65 years and over,Males,22.77605471
Perth - North West,2019/09/01,65 years and over,Females,11.89272188
Perth - North West,2019/08/01,15-24 years,Males,67.0080267
Perth - North West,2019/08/01,15-24 years,Females,71.20069712
Perth - North West,2019/08/01,25-34 years,Males,93.68537131
Perth - North West,2019/08/01,25-34 years,Females,78.2178741
Perth - North West,2019/08/01,35-44 years,Males,94.29789325
Perth - North West,2019/08/01,35-44 years,Females,80.29720179
Perth - North West,2019/08/01,45-54 years,Males,92.67604029
Perth - North West,2019/08/01,45-54 years,Females,83.45206152
Perth - North West,2019/08/01,55-64 years,Males,80.08475727
Perth - North West,2019/08/01,55-64 years,Females,67.01737095
Perth - North West,2019/08/01,65 years and over,Males,23.06378588
Perth - North West,2019/08/01,65 years and over,Females,11.97976776
Perth - North West,2019/07/01,15-24 years,Males,68.25245968
Perth - North West,2019/07/01,15-24 years,Females,72.32617568
Perth - North West,2019/07/01,25-34 years,Males,93.9209622
Perth - North West,2019/07/01,25-34 years,Females,78.27944021
Perth - North West,2019/07/01,35-44 years,Males,94.42293064
Perth - North West,2019/07/01,35-44 years,Females,80.63434631
Perth - North West,2019/07/01,45-54 years,Males,92.81017523
Perth - North West,2019/07/01,45-54 years,Females,83.5500666
Perth - North West,2019/07/01,55-64 years,Males,80.68034954
Perth - North West,2019/07/01,55-64 years,Females,67.05212599
Perth - North West,2019/07/01,65 years and over,Males,23.10979535
Perth - North West,2019/07/01,65 years and over,Females,12.00272052
Perth - North West,2019/06/01,15-24 years,Males,68.64883331
Perth - North West,2019/06/01,15-24 years,Females,73.06191502
Perth - North West,2019/06/01,25-34 years,Males,94.14044595
Perth - North West,2019/06/01,25-34 years,Females,78.40871706
Perth - North West,2019/06/01,35-44 years,Males,94.51586287
Perth - North West,2019/06/01,35-44 years,Females,81.08692439
Perth - North West,2019/06/01,45-54 years,Males,93.02407349
Perth - North West,2019/06/01,45-54 years,Females,83.70605887
Perth - North West,2019/06/01,55-64 years,Males,81.383183
Perth - North West,2019/06/01,55-64 years,Females,67.40157501
Perth - North West,2019/06/01,65 years and over,Males,23.13015681
Perth - North West,2019/06/01,65 years and over,Females,11.97443764
Perth - North West,2019/05/01,15-24 years,Males,68.67355287
Perth - North West,2019/05/01,15-24 years,Females,72.84403117
Perth - North West,2019/05/01,25-34 years,Males,94.09193975
Perth - North West,2019/05/01,25-34 years,Females,78.04364813
Perth - North West,2019/05/01,35-44 years,Males,94.35293816
Perth - North West,2019/05/01,35-44 years,Females,80.45626529
Perth - North West,2019/05/01,45-54 years,Males,92.93917932
Perth - North West,2019/05/01,45-54 years,Females,83.10920312
Perth - North West,2019/05/01,55-64 years,Males,81.30553104
Perth - North West,2019/05/01,55-64 years,Females,66.8557234
Perth - North West,2019/05/01,65 years and over,Males,22.26984201
Perth - North West,2019/05/01,65 years and over,Females,11.40119616
Perth - North West,2019/04/01,15-24 years,Males,69.6258101
Perth - North West,2019/04/01,15-24 years,Females,73.04398227
Perth - North West,2019/04/01,25-34 years,Males,94.12272857
Perth - North West,2019/04/01,25-34 years,Females,78.12952672
Perth - North West,2019/04/01,35-44 years,Males,94.29274671
Perth - North West,2019/04/01,35-44 years,Females,80.19380959
Perth - North West,2019/04/01,45-54 years,Males,92.94632417
Perth - North West,2019/04/01,45-54 years,Females,82.71452981
Perth - North West,2019/04/01,55-64 years,Males,81.32767941
Perth - North West,2019/04/01,55-64 years,Females,66.98223828
Perth - North West,2019/04/01,65 years and over,Males,21.76186389
Perth - North West,2019/04/01,65 years and over,Females,10.98666506
Perth - North West,2019/03/01,15-24 years,Males,70.56834709
Perth - North West,2019/03/01,15-24 years,Females,72.8025811
Perth - North West,2019/03/01,25-34 years,Males,94.14633866
Perth - North West,2019/03/01,25-34 years,Females,78.04863231
Perth - North West,2019/03/01,35-44 years,Males,94.2094818
Perth - North West,2019/03/01,35-44 years,Females,79.97798916
Perth - North West,2019/03/01,45-54 years,Males,92.97921204
